Subject,Channel,Bs,SNR-Diff,PSNR-Diff,RMSE,Corr,MI,BPPE_Delta,MSC_Delta,BPPE_Theta,MSC_Theta,BPPE_Alpha,MSC_Alpha,BPPE_Beta,MSC_Beta,BPPE_Gamma,MSC_Gamma,EvalMode,N_Trials
sub-1,F3,6,1.318805114048283,-1.1226056383074776,5.539807525146279e-06,0.9058184111230028,1.2925464520413323,0.0902749242286705,0.949017959439298,0.0122227713779736,0.5894480076503541,0.0555385046940694,0.5305683934019574,0.0076704491381246,0.6988744436434698,0.03928874177445,0.8230967469058978,real-erp,160
sub-1,F3,8,1.4688262327598969,-1.08650990286103,5.376000651397184e-06,0.911708060817482,1.3350670782287526,0.0858712749926488,0.9531136467460452,0.0103673180761014,0.6096660329166639,0.0511432976905935,0.5586243702782908,0.0074234552652291,0.7231982284600224,0.0376718401129275,0.8334381127866253,real-erp,160
sub-1,F3,10,1.2907364557420138,-1.0327253307167537,5.25647748652976e-06,0.9157973670665068,1.3702163260100226,0.08348919248311,0.953524519234273,0.0106119804534827,0.6325677666491627,0.0508146391464593,0.5709641245447166,0.0069306174602862,0.7382641691462234,0.0363559163298471,0.8390914761347938,real-erp,160
sub-1,F3,12,1.089546413119427,-0.8698728308890717,5.116371790254633e-06,0.920501365250302,1.399031022621628,0.0788337818641695,0.9603898534858996,0.0099120634826838,0.6568945256832419,0.0423199609095563,0.6045930612733624,0.0089358448334226,0.7504590607305437,0.0374900396038743,0.8439802697929174,real-erp,160
sub-1,F3,14,1.1367173845264276,-0.8943699797100932,5.039586448898614e-06,0.9229204986756728,1.4200341634844262,0.0746867069924833,0.9612079972758956,0.0096618141134931,0.6692909614994702,0.0383122437053679,0.611195425031031,0.0078149258739554,0.7571563759721436,0.038221351526653,0.8471581660771331,real-erp,160
sub-1,F3,16,1.2226207336198929,-0.9005191465577056,4.934955121485183e-06,0.9263285017127836,1.447381855171492,0.0745332737141868,0.9634452303981408,0.0100589879905631,0.6696330756147117,0.0387733089496679,0.6287085012128318,0.0082619044478284,0.7677104713237869,0.0375570483072534,0.850438053565725,real-erp,160
sub-1,F3,18,1.3606120389093554,-1.069467004448803,4.8496807794868646e-06,0.9289476503570177,1.473314200545207,0.070782556800173,0.9640995813992376,0.0101291224378449,0.6758536445151977,0.035118482618226,0.6474606379982029,0.0085558473826184,0.7760161083003592,0.0372373492371735,0.8540992797589698,real-erp,160
sub-1,F4,4,2.7441776942619835,-2.1106024657890456,1.2049143989431754e-05,0.8938305441929387,1.4234470403511066,0.0806774006929632,0.9411369821696598,0.0093121476298847,0.5037806143748019,0.0066447620571064,0.5309806978845206,0.0108003316059519,0.7283025342853889,0.0858339787740022,0.8088069467113439,real-erp,160
sub-1,F4,6,2.236026745368557,-1.83745980109946,1.1706791511398591e-05,0.9001648394385403,1.4883209581503332,0.0761276573098139,0.9418917156395036,0.0087132315225768,0.5441513134185867,0.0092677266450624,0.5779315340335409,0.007696908506983,0.7436615611126012,0.0864117069704699,0.8162910735594746,real-erp,160
sub-1,F4,8,2.437987922086468,-1.8819057313927663,1.156822878279936e-05,0.9031494113554488,1.519024391391374,0.0751332171523741,0.9461050959490056,0.008487193322649,0.5597307344432142,0.0112714769923288,0.6124813375633205,0.0074049553097976,0.7579974259083097,0.0874869321575541,0.8194795733582204,real-erp,160
sub-1,F4,10,2.2646668958378715,-1.5811935043811678,1.1307001231952224e-05,0.9077990587959894,1.5626792859220089,0.0722483559192237,0.9520972928780088,0.008022870128452,0.5792716711995838,0.0122165413597269,0.6390068834099896,0.0055972011434071,0.7730640144096522,0.0868905662639953,0.8258076379607839,real-erp,160
sub-1,F4,12,2.084684480084796,-1.4156850481998102,1.1233983405284972e-05,0.9093355929952228,1.579554432421402,0.0725732270781226,0.9546362011366356,0.0079388707058706,0.6033538630705082,0.0167971398373055,0.6478694254286377,0.0090843847123757,0.7772105644432487,0.0882248529089228,0.82940521608718,real-erp,160
sub-1,F4,14,2.340061127934698,-1.6841817022390853,1.1070979728715091e-05,0.9121529549549828,1.6062693058684157,0.0706496375603878,0.955581043083924,0.0082196853891397,0.6177237197013756,0.0161925871931147,0.6562689051213666,0.0097935534599775,0.7840403726541412,0.0852683566826645,0.8345299986277528,real-erp,160
sub-1,F4,16,2.191533327570898,-1.6583455544858428,1.0920886179325824e-05,0.9152803084937302,1.6277664952207196,0.0702783663227458,0.956147613680835,0.0080016338237583,0.6317893191510526,0.0176208352936886,0.6811248551294977,0.0109514364484206,0.7914539519043848,0.0849493989917721,0.839482956169683,real-erp,160
sub-1,F4,18,2.1609695770676467,-1.6809090309441626,1.0750287043619184e-05,0.9180195498884616,1.657934597565749,0.0686137320389791,0.9586512156961408,0.0075619973648381,0.6437073286525288,0.0177487741285288,0.6908335820561151,0.0105158162488895,0.7992700745881665,0.0834086872834563,0.8444550785751401,real-erp,160
sub-1,F7,4,1.629381357259712,-1.0375141470093974,9.908896211957064e-06,0.905517076481211,0.9895082933009984,0.1027821109917005,0.8784945889101449,0.0124815822721615,0.4367046214229708,0.0112563918488141,0.5092600267272431,0.0337740775911305,0.703435071910495,0.0702332238239174,0.797862728316732,real-erp,160
sub-1,F7,6,1.5591267468572756,-1.242739625854819,9.639588353418552e-06,0.910819734436074,1.0335282457273411,0.0952022202643207,0.8827414894802388,0.0120655214754841,0.4666084110641126,0.0107998741487221,0.5246139017761642,0.0305120006356515,0.7230379512503792,0.0659558669554312,0.8113582118618003,real-erp,160
sub-1,F7,8,1.4730339981604867,-1.022103450127406,9.457610636759085e-06,0.914593888582895,1.0601779906932556,0.0938806267403257,0.8880961899818619,0.0120201453773367,0.4987823830527333,0.0087257746764098,0.5705927430906936,0.0311221960591367,0.73684752114099,0.0660528013821159,0.816418272213126,real-erp,160
sub-1,F7,10,1.471653784895384,-0.9424528992607656,9.318164016630104e-06,0.9173625638616326,1.0803681012453472,0.0926604361934593,0.892123349024537,0.0119891284395129,0.5256704828247425,0.009483182363511,0.58099750722186,0.0299450351859407,0.7502199820668614,0.0652213470835205,0.8220446778491434,real-erp,160
sub-1,F7,12,1.3875665442619365,-0.6965438529066041,9.160095035085596e-06,0.9201870343220822,1.1023793551053391,0.0862572413653999,0.8943230476390001,0.0118132380374625,0.53174869986513,0.0053960715142627,0.6026027049225685,0.0298058969013268,0.7635026407210236,0.0628685109872729,0.829677369514323,real-erp,160
sub-1,F7,14,1.2438744213821185,-0.5798782995410612,9.000134549871685e-06,0.9230414747627124,1.1270400108303926,0.0812230141667124,0.8961185258307168,0.0111628400205689,0.557419956447152,0.0035845467317219,0.6163124080197115,0.0288436660278642,0.7721257055610107,0.0599576414276951,0.8368251917930423,real-erp,160
sub-1,F7,16,1.2619689812447843,-0.7506844112213953,8.923092668277056e-06,0.9244320357605368,1.1403129855984555,0.080211012055447,0.8951237326182646,0.0111908586939455,0.5341078314111108,0.0049131713818285,0.6274114357555517,0.0276770094468458,0.7769020441305599,0.0588116899207181,0.8413145211678155,real-erp,160
sub-1,F7,18,1.2730718918414503,-0.7944329224890927,8.759819188001813e-06,0.927312256738808,1.1645389124137435,0.0766530083470198,0.8986681013071828,0.0110430286354828,0.5552488254277383,0.0041618307846851,0.6543222730754297,0.0252105334695409,0.7862613579176885,0.0583236727282766,0.8461188233651115,real-erp,160
sub-1,F8,4,1.359242425673898,-2.2165537079253728,2.5023098369592817e-05,0.889832141274732,1.6161684256274371,0.0505641254469121,0.921943228170866,0.0051378085325895,0.4756634753303256,0.0114366538204386,0.529545525645549,0.0050772979942567,0.72250599541564,0.072215885794197,0.794221016918338,real-erp,160
