Subject,Channel,Method,SNR-Diff,PSNR-Diff,RMSE,Corr,MI,BPPE_Delta,MSC_Delta,BPPE_Theta,MSC_Theta,BPPE_Alpha,MSC_Alpha,BPPE_Beta,MSC_Beta,BPPE_Gamma,MSC_Gamma,EvalMode,N_Trials
sub-1,P8,ASR_offline_20,4.693351713422183,-3.635615050044983,1.5314713489716933e-05,0.5738522575379668,0.4432815535903905,0.085800952806003,0.6700218248374491,0.0243231118996827,0.7860914955024914,0.1415755110405794,0.8988525839071707,0.0461356483132571,0.4658508177203695,0.205563927433008,0.2358960617768806,real-erp,160.0
sub-1,P9,ASR_offline_20,0.9258810545347184,-0.6466707254346344,6.67819502785183e-06,0.8430021786699182,1.0160218251759658,0.0318175553657246,0.8485355056535987,0.0134028533190363,0.8887769227458616,0.0202613326229476,0.9647428116616424,0.0053672651420243,0.8563949578444355,0.0072138957182838,0.7063130497045318,real-erp,160.0
sub-1,PO3,ASR_offline_20,0.5302713086877766,-0.0708339447173389,5.232411981584479e-06,0.8911816021775237,1.349798695907336,0.0187117460391979,0.8718533797217903,0.0047911752835379,0.92700870843567,0.0252416822215342,0.9910568891697328,0.0003850308739025,0.8742713892125152,0.0109360805919717,0.6698560688605999,real-erp,160.0
sub-1,PO4,ASR_offline_20,1.9677411412635732,-0.6882941669118612,9.014999978132727e-06,0.8033162505073365,0.9467382804529448,0.0022458067810695,0.8685094730574316,0.0098451987388887,0.8641001137748032,0.0478226529213826,0.9843274142480712,0.0055631198489131,0.7222959879519883,0.0543505385924278,0.4050153075026624,real-erp,160.0
sub-1,PO7,ASR_offline_20,3.962116762636189,-2.771204785211123,1.2946737831590853e-05,0.6781440129268725,0.559393205930969,0.0425365516596302,0.7360832662248754,0.017113842871489,0.8418842224140926,0.1071120391255239,0.9545358355749136,0.0368400767832945,0.5806820023959146,0.1299223568733487,0.3524131028122542,real-erp,160.0
sub-1,PO8,ASR_offline_20,5.818001799608648,-5.2683477537828125,2.221739873560145e-05,0.5274732558016011,0.3890934123690571,0.0920523451856883,0.6324154305612698,0.0239774823252212,0.6987799662686124,0.1880569046600722,0.915754830910558,0.0497119368497496,0.4473027730950644,0.2543747953212321,0.2292347140130559,real-erp,160.0
sub-1,Pz,ASR_offline_20,0.5554889070179403,-0.4063232146898059,3.105174907968228e-06,0.9408119508083967,1.761415413741278,0.0256230674443713,0.8804372319699577,0.0042121270464456,0.9563241491586536,0.0324009667627749,0.9943652121326922,0.0003006012854523,0.902608816998813,0.0112906276503017,0.6620845881024775,real-erp,160.0
sub-1,C3,ASR_online_13,0.2249421876291428,-0.3058939595953838,6.145692638426703e-06,0.5718326271600851,0.3349464295195721,0.0073726916842188,0.5553849905715678,0.0400086171674521,0.6060092269162621,0.0542790639883932,0.7077132433543696,0.0134845614251593,0.3412839844668787,0.088175811414905,0.1727979570852061,real-erp,160.0
sub-1,C4,ASR_online_13,1.8140933704641784,-1.9875476222519757,9.459842774454188e-06,0.4548661860067567,0.2062410824817196,0.0508326371845347,0.4975168974380582,0.0545889670712006,0.524840246684724,0.0873138182134746,0.6053008967959761,0.0051380071501143,0.2322232812022517,0.1875974153190958,0.13345915560123,real-erp,160.0
sub-1,C5,ASR_online_13,4.342362171744018,-4.681122794812724,1.249945534658923e-05,0.4275948655989686,0.2135292901513168,0.2151225726973626,0.3330792536570383,0.0652245899094343,0.2633683948584123,0.0547642465547828,0.5172887531886456,0.0776138458901585,0.2678966960484917,0.017519890342987,0.2296956492143664,real-erp,160.0
sub-1,C6,ASR_online_13,0.6267675651577562,-0.3730621711850332,1.5282979299407934e-05,0.3938779326650008,0.1676437723081228,0.0110118496508261,0.1540431362409759,0.0472008543213249,0.1999202597826138,0.0464036834898101,0.3385712558884184,0.0225768081599322,0.2575665000177219,0.1271931956218935,0.2693424370294233,real-erp,160.0
